,Category,Description,Data.Cholesterol,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin C,Data.Fiber,Data.Major Minerals.Calcium,Data.Protein,Data.Fat.Monosaturated Fat,Data.Major Minerals.Sodium,Data.Major Minerals.Iron,Data.Sugar Total
219,Infant formula,"Infant formula, liquid concentrate, made with baby water (Similac Sensitive)",2,59,5.7,0.0,55,1.4,0.363,20,1.17,6.99
220,Infant formula,"Infant formula, powder, made with tap water (Similac Sensitive)",2,59,5.7,0.0,57,1.4,0.363,23,1.17,6.99
221,Infant formula,"Infant formula, powder, made with plain bottled water (Similac Sensitive)",2,59,5.7,0.0,63,1.4,0.363,22,1.17,6.99
222,Infant formula,"Infant formula, powder, made with baby water (Similac Sensitive)",2,59,5.7,0.0,55,1.4,0.363,20,1.17,6.99
223,Infant formula,"Infant formula, NS as to form (Similac for Spit-Up)",0,59,5.8,0.0,57,1.38,0.358,23,1.17,6.9
224,Infant formula,"Infant formula, ready-to-feed (Similac for Spit-Up)",0,59,5.8,0.0,57,1.38,0.358,23,1.17,6.9
225,Infant formula,"Infant formula, powder, made with water, NFS (Similac for Spit-Up)",0,59,5.8,0.0,57,1.38,0.358,23,1.17,6.9
226,Infant formula,"Infant formula, NS as to form (Similac Expert Care NeoSure)",2,99,10.8,0.0,78,2.01,1.464,27,1.29,7.26
227,Infant formula,"Infant formula, ready-to-feed (Similac Expert Care NeoSure)",2,99,10.8,0.0,78,2.01,1.464,27,1.29,7.26
228,Infant formula,"Infant formula, powder, made with water, NFS (Similac Expert Care NeoSure)",2,99,10.8,0.0,78,2.01,1.464,27,1.29,7.26
229,Infant formula,"Infant formula, powder, made with tap water (Similac Expert Care NeoSure)",2,99,10.8,0.0,78,2.01,1.464,27,1.29,7.26
230,Infant formula,"Infant formula, powder, made with plain bottled water (Similac Expert Care NeoSure)",2,99,10.8,0.0,84,2.01,1.464,25,1.29,7.26
231,Infant formula,"Infant formula, powder, made with baby water (Similac Expert Care NeoSure)",2,99,10.8,0.0,75,2.01,1.464,24,1.29,7.26
232,Infant formula,"Infant formula, NS as to form (Similac Go and Grow)",0,60,7.9,0.0,131,1.98,1.318,23,1.31,6.73
233,Infant formula,"Infant formula, powder, made with water, NFS (Similac Go and Grow)",0,60,7.9,0.0,131,1.98,1.318,23,1.31,6.73
234,Infant formula,"Infant formula, NS as to form (Enfamil Newborn)",0,60,7.9,0.0,51,1.38,0.896,18,1.18,7.39
235,Infant formula,"Infant formula, ready-to-feed (Enfamil Newborn)",0,60,7.9,0.0,51,1.38,0.896,18,1.18,7.39
236,Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Newborn)",0,60,7.9,0.0,51,1.38,0.896,18,1.18,7.39
237,Infant formula,"Infant formula, powder, made with tap water (Enfamil Newborn)",0,60,7.9,0.0,51,1.38,0.896,18,1.18,7.39
238,Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil Newborn)",0,60,7.9,0.0,51,1.38,0.896,18,1.18,7.39
239,Infant formula,"Infant formula, powder, made with baby water (Enfamil Newborn)",0,60,7.9,0.0,51,1.38,0.896,18,1.18,7.39
240,Infant formula,"Infant formula, NS as to form (Enfamil Infant)",0,59,8.0,0.0,53,1.4,1.292,21,1.19,7.38
241,Infant formula,"Infant formula, ready-to-feed (Enfamil Infant)",0,59,8.0,0.0,53,1.4,1.292,21,1.19,7.38
242,Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Enfamil Infant)",0,59,8.0,0.0,53,1.4,1.292,21,1.19,7.38
243,Infant formula,"Infant formula, liquid concentrate, made with tap water (Enfamil Infant)",0,59,8.0,0.0,53,1.4,1.292,21,1.19,7.38
244,Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",0,59,8.0,0.0,59,1.4,1.292,20,1.19,7.38
245,Infant formula,"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",0,59,8.0,0.0,50,1.4,1.292,18,1.19,7.38
246,Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Infant)",0,59,8.0,0.0,53,1.4,1.292,21,1.19,7.38
247,Infant formula,"Infant formula, powder, made with tap water (Enfamil Infant)",0,59,8.0,0.0,53,1.4,1.292,21,1.19,7.38
248,Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil Infant)",0,59,8.0,0.0,59,1.4,1.292,20,1.19,7.38
249,Infant formula,"Infant formula, powder, made with baby water (Enfamil Infant)",0,59,8.0,0.0,50,1.4,1.292,18,1.19,7.38
250,Infant formula,"Infant formula, NS as to form (Enfamil A.R.)",0,58,7.8,0.0,53,1.6,1.113,29,1.18,7.25
251,Infant formula,"Infant formula, ready-to-feed (Enfamil A.R.)",0,58,7.8,0.0,53,1.6,1.113,29,1.18,7.25
252,Infant formula,"Infant formula, powder, made with water, NFS (Enfamil A.R.)",0,58,7.8,0.0,53,1.6,1.113,29,1.18,7.25
253,Infant formula,"Infant formula, powder, made with tap water (Enfamil A.R.)",0,58,7.8,0.0,53,1.6,1.113,29,1.18,7.25
254,Infant formula,"Infant formula, NS as to form (Enfamil EnfaCare)",1,58,11.3,0.0,86,2.0,1.33,25,1.28,7.4
255,Infant formula,"Infant formula, ready-to-feed (Enfamil EnfaCare)",1,58,11.3,0.0,86,2.0,1.33,25,1.28,7.4
256,Infant formula,"Infant formula, powder, made with water, NFS (Enfamil EnfaCare)",1,58,11.3,0.0,86,2.0,1.33,25,1.28,7.4
257,Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil A.R.)",0,58,7.8,0.0,59,1.6,1.113,28,1.18,7.25
258,Infant formula,"Infant formula, powder, made with baby water (Enfamil A.R.)",0,58,7.8,0.0,50,1.6,1.113,26,1.18,7.25
259,Infant formula,"Infant formula, NS as to form (Enfamil Gentlease)",0,60,8.0,0.0,57,1.53,1.308,27,1.2,7.25
260,Infant formula,"Infant formula, ready-to-feed (Enfamil Gentlease)",0,60,8.0,0.0,57,1.53,1.308,27,1.2,7.25
261,Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Gentlease)",0,60,8.0,0.0,57,1.53,1.308,27,1.2,7.25
262,Infant formula,"Infant formula, powder, made with tap water (Enfamil EnfaCare)",1,58,11.3,0.0,86,2.0,1.33,25,1.28,7.4
263,Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil EnfaCare)",1,58,11.3,0.0,86,2.0,1.33,25,1.28,7.4
264,Infant formula,"Infant formula, powder, made with baby water (Enfamil EnfaCare)",1,58,11.3,0.0,86,2.0,1.33,25,1.28,7.4
265,Infant formula,"Infant formula, powder, made with tap water (Enfamil Gentlease)",0,60,8.0,0.0,57,1.53,1.308,27,1.2,7.25
266,Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil Gentlease)",0,60,8.0,0.0,63,1.53,1.308,26,1.2,7.25
267,Infant formula,"Infant formula, powder, made with baby water (Enfamil Gentlease)",0,60,8.0,0.0,54,1.53,1.308,24,1.2,7.25
268,Infant formula,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions)",1,60,5.9,0.0,82,1.72,1.325,31,1.19,7.0
269,Infant formula,"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions)",1,60,5.9,0.0,82,1.72,1.325,31,1.19,7.0
270,Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Enfragrow Toddler Transitions)",2,106,10.5,0.0,142,3.03,2.339,52,2.1,12.36
271,Infant formula,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions)",1,60,5.9,0.0,82,1.72,1.325,31,1.19,7.0
272,Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions)",1,60,5.9,0.0,88,1.72,1.325,29,1.19,7.0
273,Infant formula,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions)",1,60,5.9,0.0,79,1.72,1.325,28,1.19,7.0
274,Infant formula,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Gentlease)",0,60,7.9,0.0,131,1.7,0.031,30,1.31,6.87
275,Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Gentlease)",0,60,7.9,0.0,131,1.7,0.031,30,1.31,6.87
276,Infant formula,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease)",0,60,7.9,0.0,131,1.7,0.031,30,1.31,6.87
277,Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions Gentlease)",0,60,7.9,0.0,137,1.7,0.031,28,1.31,6.87
278,Infant formula,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions Gentlease)",0,60,7.9,0.0,128,1.7,0.031,26,1.31,6.87
279,Infant formula,"Infant formula, NS as to form (PediaSure)",2,74,9.5,0.0,93,2.86,1.936,36,1.34,10.5
280,Infant formula,"Infant formula, ready-to-feed (PediaSure)",2,74,9.5,0.0,93,2.86,1.936,36,1.34,10.5
281,Infant formula,"Infant formula, with fiber, NS as to form (PediaSure Fiber)",2,46,9.6,0.5,92,2.8,1.936,36,1.32,7.6
282,Infant formula,"Infant formula, with fiber, ready-to-feed (PediaSure Fiber)",2,46,9.6,0.5,92,2.8,1.936,36,1.32,7.6
283,Infant formula,"Infant formula, NS as to form (Gerber Good Start Gentle)",0,61,6.7,0.0,47,1.48,1.24,22,1.01,7.45
284,Infant formula,"Infant formula, ready-to-feed (Gerber Good Start Gentle)",0,61,6.7,0.0,47,1.48,1.24,22,1.01,7.45
285,Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Gentle)",0,61,6.7,0.0,47,1.48,1.24,22,1.01,7.45
286,Infant formula,"Infant formula, powder, made with water, NFS (Gerber Good Start Gentle)",0,61,6.7,0.0,47,1.48,1.24,22,1.01,7.45
287,Infant formula,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Gentle)",0,61,6.7,0.0,47,1.48,1.24,22,1.01,7.45
288,Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Gentle)",0,61,6.7,0.0,54,1.48,1.24,20,1.01,7.45
289,Infant formula,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Gentle)",0,61,6.7,0.0,45,1.48,1.24,18,1.01,7.45
290,Infant formula,"Infant formula, powder, made with tap water (Gerber Good Start Gentle)",0,61,6.7,0.0,47,1.48,1.24,22,1.01,7.45
291,Infant formula,"Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle)",0,61,6.7,0.0,54,1.48,1.24,20,1.01,7.45
292,Infant formula,"Infant formula, powder, made with baby water (Gerber Good Start Gentle)",0,61,6.7,0.0,45,1.48,1.24,18,1.01,7.45
293,Infant formula,"Infant formula, NS as to form (Gerber Good Start Protect)",0,61,6.7,0.0,47,1.48,1.24,22,1.01,7.45
294,Infant formula,"Infant formula, powder, made with water, NFS (Gerber Good Start Protect)",0,61,6.7,0.0,47,1.48,1.24,22,1.01,7.45
295,Infant formula,"Infant formula, powder, made with tap water (Gerber Good Start Protect)",0,61,6.7,0.0,47,1.48,1.24,22,1.01,7.45
296,Infant formula,"Infant formula, powder, made with plain bottled water (Gerber Good Start Protect)",0,61,6.7,0.0,54,1.48,1.24,20,1.01,7.45
297,Infant formula,"Infant formula, powder, made with baby water (Gerber Good Start Protect)",0,61,6.7,0.0,45,1.48,1.24,18,1.01,7.45
298,Infant formula,"Infant formula, NS as to form (Gerber Graduates Gentle)",0,58,7.7,0.0,125,1.41,1.193,21,1.28,7.46
299,Infant formula,"Infant formula, NS as to form (Gerber Graduates Protect)",0,58,7.7,0.0,125,1.41,1.193,21,1.28,7.46
300,Infant formula,"Infant formula, NS as to form (Store Brand)",1,59,7.0,0.0,54,1.38,1.305,20,1.19,7.12
301,Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Store Brand)",1,59,7.0,0.0,54,1.38,1.305,20,1.19,7.12
302,Infant formula,"Infant formula, powder, made with water, NFS (Store Brand)",1,59,7.0,0.0,54,1.38,1.305,20,1.19,7.12
303,Infant formula,"Infant formula, ready-to-feed (Store Brand)",1,59,7.0,0.0,54,1.38,1.305,20,1.19,7.12
304,Infant formula,"Infant formula, liquid concentrate, made with tap water (Store Brand)",1,59,7.0,0.0,54,1.38,1.305,20,1.19,7.12
305,Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Store Brand)",1,59,7.0,0.0,60,1.38,1.305,19,1.19,7.12
306,Infant formula,"Infant formula, liquid concentrate, made with baby water (Store Brand)",1,59,7.0,0.0,51,1.38,1.305,17,1.19,7.12
307,Infant formula,"Infant formula, powder, made with tap water (Store Brand)",1,59,7.0,0.0,54,1.38,1.305,20,1.19,7.12
308,Infant formula,"Infant formula, powder, made with plain bottled water (Store Brand)",1,59,7.0,0.0,60,1.38,1.305,19,1.19,7.12
309,Infant formula,"Infant formula, powder, made with baby water (Store Brand)",1,59,7.0,0.0,51,1.38,1.305,17,1.19,7.12
310,Infant formula,"Infant formula, NS as to form (Enfamil ProSobee)",0,56,7.8,0.0,71,1.62,1.336,26,1.23,6.86
311,Infant formula,"Infant formula, ready-to-feed (Enfamil ProSobee)",0,56,7.8,0.0,71,1.62,1.336,26,1.23,6.86
312,Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Enfamil ProSobee)",0,56,7.8,0.0,71,1.62,1.336,26,1.23,6.86
313,Infant formula,"Infant formula, powder, made with water, NFS (Enfamil ProSobee)",0,56,7.8,0.0,71,1.62,1.336,26,1.23,6.86
314,Infant formula,"Infant formula, liquid concentrate, made with tap water (Enfamil ProSobee)",0,56,7.8,0.0,71,1.62,1.336,26,1.23,6.86
315,Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil ProSobee)",0,56,7.8,0.0,77,1.62,1.336,24,1.23,6.86
316,Infant formula,"Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee)",0,56,7.8,0.0,69,1.62,1.336,22,1.23,6.86
317,Infant formula,"Infant formula, powder, made with tap water (Enfamil ProSobee)",0,56,7.8,0.0,71,1.62,1.336,26,1.23,6.86
318,Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil ProSobee)",0,56,7.8,0.0,77,1.62,1.336,24,1.23,6.86
319,Infant formula,"Infant formula, powder, made with baby water (Enfamil ProSobee)",0,56,7.8,0.0,69,1.62,1.336,22,1.23,6.86
320,Infant formula,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Soy)",0,57,7.5,0.0,125,2.07,0.698,26,1.25,7.4
321,Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Soy)",0,57,7.5,0.0,125,2.07,0.698,26,1.25,7.4
322,Infant formula,"Infant formula, NS as to form (Similac Isomil Soy)",0,58,5.8,0.0,70,1.58,1.353,32,1.16,6.65
323,Infant formula,"Infant formula, ready-to-feed (Similac Isomil Soy)",0,58,5.8,0.0,70,1.58,1.353,32,1.16,6.65
324,Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Similac Isomil Soy)",0,58,5.8,0.0,70,1.58,1.353,32,1.16,6.65
325,Infant formula,"Infant formula, powder, made with water, NFS (Similac Isomil Soy)",0,58,5.8,0.0,70,1.58,1.353,32,1.16,6.65
326,Infant formula,"Infant formula, liquid concentrate, made with tap water (Similac Isomil Soy)",0,58,5.8,0.0,70,1.58,1.353,32,1.16,6.65
327,Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Similac Isomil Soy)",0,58,5.8,0.0,77,1.58,1.353,30,1.16,6.65
328,Infant formula,"Infant formula, liquid concentrate, made with baby water (Similac Isomil Soy)",0,58,5.8,0.0,68,1.58,1.353,28,1.16,6.65
329,Infant formula,"Infant formula, powder, made with tap water (Similac Isomil Soy)",0,58,5.8,0.0,70,1.58,1.353,32,1.16,6.65
330,Infant formula,"Infant formula, powder, made with plain bottled water (Similac Isomil Soy)",0,58,5.8,0.0,77,1.58,1.353,30,1.16,6.65
331,Infant formula,"Infant formula, powder, made with baby water (Similac Isomil Soy)",0,58,5.8,0.0,68,1.58,1.353,28,1.16,6.65
332,Infant formula,"Infant formula, NS as to form (Similac Expert Care for Diarrhea)",0,60,5.9,0.7,69,1.76,1.293,29,1.18,6.66
333,Infant formula,"Infant formula, ready-to-feed (Similac Expert Care for Diarrhea)",0,60,5.9,0.7,69,1.76,1.293,29,1.18,6.66
334,Infant formula,"Infant formula, NS as to form (Gerber Good Start Soy)",1,59,7.9,0.0,71,1.63,1.059,30,1.18,5.8
335,Infant formula,"Infant formula, ready-to-feed (Gerber Good Start Soy)",1,59,7.9,0.0,71,1.63,1.059,30,1.18,5.8
336,Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy)",1,59,7.9,0.0,71,1.63,1.059,30,1.18,5.8
337,Infant formula,"Infant formula, powder, made with water, NFS (Gerber Good Start Soy)",1,59,7.9,0.0,71,1.63,1.059,30,1.18,5.8
338,Infant formula,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Soy)",1,59,7.9,0.0,71,1.63,1.059,30,1.18,5.8
339,Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Soy)",1,59,7.9,0.0,77,1.63,1.059,28,1.18,5.8
340,Infant formula,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Soy)",1,59,7.9,0.0,69,1.63,1.059,26,1.18,5.8
341,Infant formula,"Infant formula, powder, made with tap water (Gerber Good Start Soy)",1,59,7.9,0.0,71,1.63,1.059,30,1.18,5.8
342,Infant formula,"Infant formula, powder, made with plain bottled water (Gerber Good Start Soy)",1,59,7.9,0.0,77,1.63,1.059,28,1.18,5.8
343,Infant formula,"Infant formula, powder, made with baby water (Gerber Good Start Soy)",1,59,7.9,0.0,69,1.63,1.059,26,1.18,5.8
344,Infant formula,"Infant formula, NS as to form (Gerber Graduates Soy)",0,60,7.9,0.0,125,1.84,1.187,26,1.31,7.14
345,Infant formula,"Infant formula, NS as to form (Store Brand Soy)",0,57,6.8,0.0,71,1.6,1.344,29,1.2,6.76
346,Infant formula,"Infant formula, ready-to-feed (Store brand Soy)",0,57,6.8,0.0,71,1.6,1.344,29,1.2,6.76
347,Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Store Brand Soy)",0,57,6.8,0.0,71,1.6,1.344,29,1.2,6.76
348,Infant formula,"Infant formula, powder, made with water, NFS (Store Brand Soy)",0,57,6.8,0.0,71,1.6,1.344,29,1.2,6.76
349,Infant formula,"Infant formula, powder, made with tap water (Store Brand Soy)",0,57,6.8,0.0,71,1.6,1.344,29,1.2,6.76
350,Infant formula,"Infant formula, powder, made with plain bottled water (Store Brand Soy)",0,57,6.8,0.0,77,1.6,1.344,27,1.2,6.76
351,Infant formula,"Infant formula, powder, made with baby water (Store Brand Soy)",0,57,6.8,0.0,68,1.6,1.344,25,1.2,6.76
352,Infant formula,"Infant formula, NS as to form (Enfamil Nutramigen)",0,58,7.8,0.0,63,1.8,1.246,33,1.15,6.6
353,Infant formula,"Infant formula, ready-to-feed (Enfamil Nutramigen)",0,58,7.8,0.0,63,1.8,1.246,33,1.15,6.6
354,Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Enfamil Nutramigen)",0,58,7.8,0.0,63,1.8,1.246,33,1.15,6.6
355,Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",0,58,7.8,0.0,63,1.8,1.246,33,1.15,6.6
356,Infant formula,"Infant formula, NS as to form (PurAmino)",0,58,7.8,0.0,63,1.81,1.226,33,1.16,6.6
357,Infant formula,"Infant formula, powder, made with water, NFS (PurAmino)",0,58,7.8,0.0,63,1.81,1.226,33,1.16,6.6
358,Infant formula,"Infant formula, NS as to form (Enfamil Pregestimil)",0,74,7.8,0.0,78,1.81,0.595,35,1.22,6.6
359,Infant formula,"Infant formula, ready-to-feed (Enfamil Pregestimil)",0,74,7.8,0.0,78,1.81,0.595,35,1.22,6.6
360,Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Pregestimil)",0,74,7.8,0.0,78,1.81,0.595,35,1.22,6.6
361,Infant formula,"Infant formula, ready-to-feed, low iron (Enfamil Premature 20 Cal)",0,250,13.1,0.0,108,1.97,0.021,38,0.33,7.23
362,Infant formula,"Infant formula, ready-to-feed, with iron (Enfamil Premature 20 Cal)",0,250,13.1,0.0,108,1.97,0.021,38,1.18,7.2
363,Milk,"Milk, dry, not reconstituted, NS as to fat content",20,653,6.8,0.0,1257,36.16,0.2,535,0.32,51.98
364,Milk,"Milk, dry, not reconstituted, whole",97,258,8.6,0.0,912,26.32,7.924,371,0.47,38.42
365,Milk,"Milk, dry, not reconstituted, low fat (1%)",22,655,6.7,0.0,1245,35.8,0.482,530,0.32,51.46
366,Milk,"Milk, dry, not reconstituted, fat free (skim)",20,653,6.8,0.0,1257,36.16,0.2,535,0.32,51.98
367,Whey,"Whey, sweet, dry",6,8,1.5,0.0,796,12.93,0.297,1079,0.88,74.46
368,Cocoa powder,"Cocoa powder, not reconstituted",0,0,0.0,37.0,128,19.6,4.57,21,13.86,1.75
369,Chocolate beverage powder,"Chocolate beverage powder, dry mix, not reconstituted",0,0,27.3,4.5,455,4.55,0.0,136,0.0,81.82
370,Chocolate beverage powder,"Chocolate beverage powder, light, dry mix, not reconstituted",0,0,54.5,9.1,909,9.09,2.119,500,3.27,27.27
371,Milk,"Milk, malted, dry mix, not reconstituted",0,1365,54.5,0.0,909,0.0,0.0,530,16.36,72.73
372,Strawberry beverage powder,"Strawberry beverage powder, dry mix, not reconstituted",0,0,0.3,0.0,4,0.1,0.0,38,0.44,95.45
373,Cream,"Cream, NS as to light, heavy, or half and half",35,97,0.9,0.0,107,3.13,3.32,61,0.05,4.13
374,Cream,"Cream, light",59,120,0.8,0.0,91,2.96,4.525,72,0.05,3.67
375,Cream,"Cream, half and half",35,97,0.9,0.0,107,3.13,3.32,61,0.05,4.13
376,Cream,"Cream, half and half, flavored",34,95,0.9,0.0,105,3.07,3.255,60,0.05,4.33
377,Cream,"Cream, half and half, fat free",5,12,0.7,0.0,96,2.6,0.384,100,0.0,5.0
378,Cream,"Cream, heavy",113,411,0.6,0.0,66,2.84,9.101,27,0.1,2.92
379,Cream,"Cream, whipped",106,387,0.6,0.0,62,2.67,8.561,26,0.1,8.55
380,Coffee creamer,"Coffee creamer, NFS",0,1,0.0,0.0,9,1.0,7.551,67,0.03,11.38
381,Coffee creamer,"Coffee creamer, liquid",0,1,0.0,0.0,9,1.0,7.551,67,0.03,11.38
382,Coffee creamer,"Coffee creamer, liquid, flavored",0,0,0.0,1.1,6,0.69,4.002,67,0.59,33.04
383,Coffee creamer,"Coffee creamer, liquid, fat free",0,0,0.0,0.0,1,0.8,2.03,60,0.56,9.1
384,Coffee creamer,"Coffee creamer, liquid, fat free, flavored",0,0,0.0,0.0,1,0.6,1.522,45,0.43,31.78
385,Coffee creamer,"Coffee creamer, liquid, fat free, sugar free, flavored",0,0,0.0,0.0,1,0.8,2.03,60,0.56,9.1
386,Coffee creamer,"Coffee creamer, liquid, sugar free, flavored",0,0,0.0,0.0,1,0.8,2.03,60,0.56,9.1
387,Coffee creamer,"Coffee creamer, powder",0,0,0.0,0.0,2,2.48,9.796,124,0.26,7.77
388,Coffee creamer,"Coffee creamer, powder, flavored",0,0,0.0,1.2,5,0.68,0.618,123,0.63,58.01
389,Coffee creamer,"Coffee creamer, powder, fat free",0,1,0.0,0.0,1,1.9,11.5,229,0.03,73.4
390,Coffee creamer,"Coffee creamer,powder, fat free, flavored",0,1,0.0,0.0,1,1.9,11.5,229,0.03,73.4
391,Coffee creamer,"Coffee creamer,powder, sugar free, flavored",0,0,0.0,0.0,2,2.48,9.796,124,0.26,7.77
392,Coffee creamer,"Coffee creamer, soy, liquid",0,1,0.0,0.0,9,1.0,7.551,67,0.03,11.38
393,Whipped topping,Whipped topping,0,7,0.0,0.0,6,1.25,1.616,25,0.12,23.05
394,Whipped topping,"Whipped topping, fat free",2,4,0.0,0.0,71,3.0,0.838,72,0.1,23.6
395,Whipped topping,"Whipped topping, sugar free",2,4,0.0,0.0,71,3.0,0.838,72,0.1,23.6
396,Sour cream,"Sour cream, regular",59,124,0.9,0.0,101,2.44,4.594,31,0.07,3.41
397,Sour cream,"Sour cream, light",35,90,0.9,0.0,141,3.5,3.1,83,0.07,0.22
398,Sour cream,"Sour cream, fat free",9,73,0.0,0.0,125,3.1,0.0,141,0.0,0.39
399,Sour cream,"Sour cream, imitation",0,0,0.0,0.0,3,2.4,0.588,102,0.39,6.63
400,Dip,"Dip, NFS",50,69,1.7,0.3,76,2.24,10.43,708,0.35,2.48
401,Chipotle dip,"Chipotle dip, regular",49,69,3.2,0.0,54,1.69,10.407,699,0.16,2.04
402,Chipotle dip,"Chipotle dip, light",24,46,3.1,0.0,68,1.82,3.738,598,0.12,7.36
403,Dill dip,"Dill dip, regular",49,69,1.7,0.3,65,1.92,10.414,703,0.35,2.05
